tab	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	location	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	method_codes	number	quality	sample	site	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp	measurement
This study		3.4	173.2	18.7	GB19-2a:LP-DIR-T	hargrave 2017-01-09 17:06:55	Gooseberry	3.08e-06	4.4100000000000004e-08	8.939999999999998e-08	1.51e-07	1	273	LT-T-Z:LP-DIR-T	9	g	GB19-2	GB19	pmagpy-3.8.9-2	GB19-2a	u	0	0	0.0	-90.0	723.0	GB19-2a:LP-DIR-T9
This study		3.3	173.6	18.8	GB19-2a:LP-DIR-T	hargrave 2017-01-10 17:10:07	Gooseberry	3.02e-06	5.89e-08	3.58e-08	1.59e-07	1	273	LT-T-Z:LP-DIR-T	10	g	GB19-2	GB19	pmagpy-3.8.9-2	GB19-2a	u	0	0	0.0	-90.0	748.0	GB19-2a:LP-DIR-T10
This study		3.7	171.3	18.6	GB19-2a:LP-DIR-T	hargrave 2017-01-11 19:45:48	Gooseberry	2.94e-06	3.9700000000000005e-08	9.71e-08	1.58e-07	1	273	LT-T-Z:LP-DIR-T	11	g	GB19-2	GB19	pmagpy-3.8.9-2	GB19-2a	u	0	0	0.0	-90.0	773.0	GB19-2a:LP-DIR-T11
This study		3.1	173.4	18.9	GB19-2a:LP-DIR-T	hargrave 2017-01-15 19:13:36	Gooseberry	2.81e-06	2.7200000000000002e-08	1.37e-07	6.25e-08	1	273	LT-T-Z:LP-DIR-T	12	g	GB19-2	GB19	pmagpy-3.8.9-2	GB19-2a	u	0	0	0.0	-90.0	798.0	GB19-2a:LP-DIR-T12
This study		2.1	174.7	18.9	GB19-2a:LP-DIR-T	hargrave 2017-01-18 14:51:22	Gooseberry	2.6e-06	2.4300000000000003e-08	6.55e-08	6.349999999999999e-08	1	273	LT-T-Z:LP-DIR-T	13	g	GB19-2	GB19	pmagpy-3.8.9-2	GB19-2a	u	0	0	0.0	-90.0	823.0	GB19-2a:LP-DIR-T13
This study		2.1	173.6	19.1	GB19-2a:LP-DIR-T	hargrave 2017-01-19 01:24:24	Gooseberry	2.45e-06	2.06e-08	7e-08	5.41e-08	1	273	LT-T-Z:LP-DIR-T	14	g	GB19-2	GB19	pmagpy-3.8.9-2	GB19-2a	u	0	0	0.0	-90.0	833.0	GB19-2a:LP-DIR-T14
This study		2.7	174.4	19.0	GB19-2a:LP-DIR-T	hargrave 2017-01-19 16:18:33	Gooseberry	2.28e-06	2.0099999999999998e-08	9.210000000000001e-08	5.39e-08	1	273	LT-T-Z:LP-DIR-T	15	g	GB19-2	GB19	pmagpy-3.8.9-2	GB19-2a	u	0	0	0.0	-90.0	843.0	GB19-2a:LP-DIR-T15
This study		4.2	173.0	19.1	GB19-2a:LP-DIR-T	hargrave 2017-01-20 14:15:49	Gooseberry	2.16e-06	1.62e-08	1.49e-07	5.6e-08	1	273	LT-T-Z:LP-DIR-T	16	g	GB19-2	GB19	pmagpy-3.8.9-2	GB19-2a	u	0	0	0.0	-90.0	848.0	GB19-2a:LP-DIR-T16
This study		2.4	171.3	19.1	GB19-2a:LP-DIR-T	hargrave 2017-01-22 13:41:36	Gooseberry	2.05e-06	1.88e-08	7.38e-08	4.43e-08	1	273	LT-T-Z:LP-DIR-T	17	g	GB19-2	GB19	pmagpy-3.8.9-2	GB19-2a	u	0	0	0.0	-90.0	853.0	GB19-2a:LP-DIR-T17
This study		1.6	172.4	19.1	GB19-2a:LP-DIR-T	hargrave 2017-02-01 16:32:03	Gooseberry	1.85e-06	2.02e-08	2.27e-08	4.13e-08	1	273	LT-T-Z:LP-DIR-T	18	g	GB19-2	GB19	pmagpy-3.8.9-2	GB19-2a	u	0	0	0.0	-90.0	868.0	GB19-2a:LP-DIR-T18
This study		2.5	171.9	19.2	GB19-2a:LP-DIR-T	hargrave 2017-02-02 15:26:58	Gooseberry	1.12e-06	9.82e-09	4.0999999999999997e-08	2.4199999999999998e-08	1	273	LT-T-Z:LP-DIR-T	19	g	GB19-2	GB19	pmagpy-3.8.9-2	GB19-2a	u	0	0	0.0	-90.0	883.0	GB19-2a:LP-DIR-T19
This study		1.9	172.6	19.5	GB19-2a:LP-DIR-T	hargrave 2017-02-06 14:16:54	Gooseberry	2.72e-07	3.9e-09	4.24e-09	7.1700000000000015e-09	1	273	LT-T-Z:LP-DIR-T	20	g	GB19-2	GB19	pmagpy-3.8.9-2	GB19-2a	u	0	0	0.0	-90.0	898.0	GB19-2a:LP-DIR-T20
This study		1.8	174.6	19.3	GB19-2a:LP-DIR-T	hargrave 2017-02-08 12:39:44	Gooseberry	1.51e-07	1.66e-09	3.63e-09	2.95e-09	1	273	LT-T-Z:LP-DIR-T	21	g	GB19-2	GB19	pmagpy-3.8.9-2	GB19-2a	u	0	0	0.0	-90.0	913.0	GB19-2a:LP-DIR-T21
This study		2.8	173.1	20.3	GB19-2a:LP-DIR-T	hargrave 2017-02-08 22:06:52	Gooseberry	1.1599999999999999e-07	1.51e-09	4.220000000000001e-09	3.55e-09	1	273	LT-T-Z:LP-DIR-T	22	g	GB19-2	GB19	pmagpy-3.8.9-2	GB19-2a	u	0	0	0.0	-90.0	928.0	GB19-2a:LP-DIR-T22
This study		1.9	173.9	19.9	GB19-2a:LP-DIR-T	hargrave 2017-02-09 15:17:19	Gooseberry	9.44e-08	1.06e-09	1.14e-09	2.8899999999999997e-09	1	273	LT-T-Z:LP-DIR-T	23	g	GB19-2	GB19	pmagpy-3.8.9-2	GB19-2a	u	0	0	0.0	-90.0	938.0	GB19-2a:LP-DIR-T23
This study		1.6	173.3	19.6	GB19-2a:LP-DIR-T	hargrave 2017-02-13 18:00:36	Gooseberry	7.71e-08	7.620000000000001e-10	1.1e-09	1.82e-09	1	273	LT-T-Z:LP-DIR-T	24	g	GB19-2	GB19	pmagpy-3.8.9-2	GB19-2a	u	0	0	0.0	-90.0	948.0	GB19-2a:LP-DIR-T24
This study		2.0	173.4	19.8	GB19-2a:LP-DIR-T	hargrave 2017-02-14 22:42:11	Gooseberry	4.29e-08	5.23e-10	1.18e-09	9.83e-10	1	273	LT-T-Z:LP-DIR-T	25	g	GB19-2	GB19	pmagpy-3.8.9-2	GB19-2a	u	0	0	0.0	-90.0	953.0	GB19-2a:LP-DIR-T25
This study		2.9	106.3	31.9	GB19-3a:LP-DIR-T	hargrave 2016-09-01 11:23:53	Gooseberry	1.95e-06	9.460000000000001e-08	2.75e-08	2.45e-08	1	273	LT-NO:LP-DIR-T	1	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	273.0	GB19-3a:LP-DIR-T1
This study		1.7	106.4	32.6	GB19-3a:LP-DIR-T	hargrave 2016-11-10 10:46:46	Gooseberry	1.93e-06	3.01e-08	2.88e-08	4.3e-08	1	273	LT-LT-Z:LP-DIR-T	2	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	77.0	GB19-3a:LP-DIR-T2
This study		3.4	112.4	33.0	GB19-3a:LP-DIR-T	hargrave 2016-11-16 16:49:58	Gooseberry	1.91e-06	8.57e-08	6.19e-08	4.16e-08	1	273	LT-T-Z:LP-DIR-T	3	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	373.0	GB19-3a:LP-DIR-T3
This study		2.2	103.3	32.3	GB19-3a:LP-DIR-T	hargrave 2016-11-21 16:52:58	Gooseberry	1.84e-06	5.7199999999999996e-08	2.33e-08	3.73e-08	1	273	LT-T-Z:LP-DIR-T	4	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	473.0	GB19-3a:LP-DIR-T4
This study		4.4	102.2	33.0	GB19-3a:LP-DIR-T	hargrave 2016-12-09 23:28:46	Gooseberry	1.73e-06	1.1800000000000001e-07	4.61e-08	3.73e-08	1	273	LT-T-Z:LP-DIR-T	5	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	573.0	GB19-3a:LP-DIR-T5
This study		3.9	106.1	32.1	GB19-3a:LP-DIR-T	hargrave 2016-12-17 14:08:42	Gooseberry	1.66e-06	9.92e-08	2.45e-08	4.9400000000000006e-08	1	273	LT-T-Z:LP-DIR-T	6	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	623.0	GB19-3a:LP-DIR-T6
This study		2.6	105.8	31.5	GB19-3a:LP-DIR-T	hargrave 2017-01-05 12:32:21	Gooseberry	1.61e-06	6.47e-08	1.32e-08	3.09e-08	1	273	LT-T-Z:LP-DIR-T	7	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	673.0	GB19-3a:LP-DIR-T7
This study		2.5	106.1	31.6	GB19-3a:LP-DIR-T	hargrave 2017-01-06 16:04:35	Gooseberry	1.57e-06	6.01e-08	1.47e-08	2.99e-08	1	273	LT-T-Z:LP-DIR-T	8	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	698.0	GB19-3a:LP-DIR-T8
This study		1.4	105.3	31.7	GB19-3a:LP-DIR-T	hargrave 2017-01-09 17:08:32	Gooseberry	1.54e-06	1.84e-08	1.69e-08	2.8300000000000002e-08	1	273	LT-T-Z:LP-DIR-T	9	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	723.0	GB19-3a:LP-DIR-T9
This study		3.7	105.7	31.7	GB19-3a:LP-DIR-T	hargrave 2017-01-10 17:12:04	Gooseberry	1.51e-06	9.09e-08	1.44e-08	3.02e-08	1	273	LT-T-Z:LP-DIR-T	10	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	748.0	GB19-3a:LP-DIR-T10
This study		2.6	103.8	31.8	GB19-3a:LP-DIR-T	hargrave 2017-01-11 19:47:11	Gooseberry	1.46e-06	6.06e-08	1.22e-08	2.57e-08	1	273	LT-T-Z:LP-DIR-T	11	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	773.0	GB19-3a:LP-DIR-T11
This study		2.9	105.0	33.2	GB19-3a:LP-DIR-T	hargrave 2017-01-15 19:15:13	Gooseberry	1.37e-06	6.08e-08	1.4499999999999999e-08	3.3700000000000004e-08	1	273	LT-T-Z:LP-DIR-T	12	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	798.0	GB19-3a:LP-DIR-T12
This study		5.0	107.4	33.0	GB19-3a:LP-DIR-T	hargrave 2017-01-18 14:53:18	Gooseberry	1.24e-06	1.0300000000000001e-07	1.92e-08	3.11e-08	1	273	LT-T-Z:LP-DIR-T	13	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	823.0	GB19-3a:LP-DIR-T13
This study		2.0	108.0	33.4	GB19-3a:LP-DIR-T	hargrave 2017-01-19 01:26:57	Gooseberry	1.15e-06	2.58e-08	1.46e-08	2.8599999999999998e-08	1	273	LT-T-Z:LP-DIR-T	14	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	833.0	GB19-3a:LP-DIR-T14
This study		4.2	108.1	33.1	GB19-3a:LP-DIR-T	hargrave 2017-01-19 16:20:29	Gooseberry	1.06e-06	7.23e-08	1.26e-08	2.8599999999999998e-08	1	273	LT-T-Z:LP-DIR-T	15	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	843.0	GB19-3a:LP-DIR-T15
This study		5.4	104.7	33.1	GB19-3a:LP-DIR-T	hargrave 2017-01-20 14:19:55	Gooseberry	1e-06	9.16e-08	1.75e-08	2.15e-08	1	273	LT-T-Z:LP-DIR-T	16	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	848.0	GB19-3a:LP-DIR-T16
This study		1.9	105.5	33.4	GB19-3a:LP-DIR-T	hargrave 2017-01-22 13:43:13	Gooseberry	9.49e-07	1.92e-08	1.27e-08	2.21e-08	1	273	LT-T-Z:LP-DIR-T	17	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	853.0	GB19-3a:LP-DIR-T17
This study		2.1	105.9	33.5	GB19-3a:LP-DIR-T	hargrave 2017-02-01 16:33:59	Gooseberry	8.359999999999998e-07	1.3600000000000001e-08	1.54e-08	2.25e-08	1	273	LT-T-Z:LP-DIR-T	18	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	868.0	GB19-3a:LP-DIR-T18
This study		2.6	106.2	33.8	GB19-3a:LP-DIR-T	hargrave 2017-02-02 15:28:54	Gooseberry	5.29e-07	1.58e-08	1.25e-08	1.33e-08	1	273	LT-T-Z:LP-DIR-T	19	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	883.0	GB19-3a:LP-DIR-T19
This study		1.9	103.6	33.1	GB19-3a:LP-DIR-T	hargrave 2017-02-06 14:18:33	Gooseberry	1.7699999999999996e-07	2.93e-09	3.0099999999999997e-09	4.17e-09	1	273	LT-T-Z:LP-DIR-T	20	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	898.0	GB19-3a:LP-DIR-T20
This study		4.4	104.2	34.6	GB19-3a:LP-DIR-T	hargrave 2017-02-08 12:41:45	Gooseberry	9.75e-08	6.6e-09	2.72e-09	2.5600000000000003e-09	1	273	LT-T-Z:LP-DIR-T	21	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	913.0	GB19-3a:LP-DIR-T21
This study		1.9	105.7	33.6	GB19-3a:LP-DIR-T	hargrave 2017-02-08 22:08:09	Gooseberry	7.44e-08	1.4199999999999999e-09	1.3300000000000002e-09	1.56e-09	1	273	LT-T-Z:LP-DIR-T	22	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	928.0	GB19-3a:LP-DIR-T22
This study		2.0	107.4	34.3	GB19-3a:LP-DIR-T	hargrave 2017-02-09 15:18:41	Gooseberry	5.59e-08	1.27e-09	8.48e-10	1.27e-09	1	273	LT-T-Z:LP-DIR-T	23	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	938.0	GB19-3a:LP-DIR-T23
This study		3.5	106.7	33.6	GB19-3a:LP-DIR-T	hargrave 2017-02-13 18:02:05	Gooseberry	4.5700000000000006e-08	2.25e-09	1.3400000000000001e-09	1.0400000000000001e-09	1	273	LT-T-Z:LP-DIR-T	24	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	948.0	GB19-3a:LP-DIR-T24
This study		3.9	110.9	32.3	GB19-3a:LP-DIR-T	hargrave 2017-02-14 22:43:39	Gooseberry	2.67e-08	1.4800000000000005e-09	9.959999999999999e-10	5.42e-10	1	273	LT-T-Z:LP-DIR-T	25	g	GB19-3	GB19	pmagpy-3.8.9-2	GB19-3a	u	0	0	0.0	-90.0	953.0	GB19-3a:LP-DIR-T25
This study		2.0	90.2	53.4	GB19-4a:LP-DIR-T	hargrave 2016-09-01 11:25:29	Gooseberry	2.58e-06	6.61e-08	5.09e-08	3.83e-08	1	273	LT-NO:LP-DIR-T	1	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	273.0	GB19-4a:LP-DIR-T1
This study		2.3	86.9	54.1	GB19-4a:LP-DIR-T	hargrave 2016-11-10 10:48:32	Gooseberry	2.54e-06	8.26e-08	5.28e-08	3.88e-08	1	273	LT-LT-Z:LP-DIR-T	2	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	77.0	GB19-4a:LP-DIR-T2
This study		5.1	95.0	54.5	GB19-4a:LP-DIR-T	hargrave 2016-11-16 16:51:50	Gooseberry	2.52e-06	2.1e-07	6.33e-08	4.43e-08	1	273	LT-T-Z:LP-DIR-T	3	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	373.0	GB19-4a:LP-DIR-T3
This study		2.2	87.5	53.6	GB19-4a:LP-DIR-T	hargrave 2016-11-21 16:54:51	Gooseberry	2.46e-06	6.950000000000001e-08	5.610000000000001e-08	3.73e-08	1	273	LT-T-Z:LP-DIR-T	4	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	473.0	GB19-4a:LP-DIR-T4
This study		2.2	83.8	53.4	GB19-4a:LP-DIR-T	hargrave 2016-12-09 23:32:36	Gooseberry	2.34e-06	6.099999999999999e-08	5.6399999999999995e-08	3.56e-08	1	273	LT-T-Z:LP-DIR-T	5	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	573.0	GB19-4a:LP-DIR-T5
This study		2.5	85.8	53.3	GB19-4a:LP-DIR-T	hargrave 2016-12-17 14:10:16	Gooseberry	2.21e-06	6.19e-08	5.81e-08	4.75e-08	1	273	LT-T-Z:LP-DIR-T	6	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	623.0	GB19-4a:LP-DIR-T6
This study		2.2	88.5	52.9	GB19-4a:LP-DIR-T	hargrave 2017-01-05 12:35:26	Gooseberry	2.15e-06	5.0499999999999996e-08	4.6799999999999996e-08	4.56e-08	1	273	LT-T-Z:LP-DIR-T	7	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	673.0	GB19-4a:LP-DIR-T7
This study		2.6	89.1	53.1	GB19-4a:LP-DIR-T	hargrave 2017-01-06 16:07:52	Gooseberry	2.1e-06	7.42e-08	4.27e-08	4.51e-08	1	273	LT-T-Z:LP-DIR-T	8	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	698.0	GB19-4a:LP-DIR-T8
This study		2.1	88.1	52.7	GB19-4a:LP-DIR-T	hargrave 2017-01-09 17:11:47	Gooseberry	2.06e-06	4.63e-08	4.4900000000000005e-08	4e-08	1	273	LT-T-Z:LP-DIR-T	9	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	723.0	GB19-4a:LP-DIR-T9
This study		2.3	88.7	52.4	GB19-4a:LP-DIR-T	hargrave 2017-01-10 17:15:12	Gooseberry	2.01e-06	5.92e-08	4.16e-08	3.41e-08	1	273	LT-T-Z:LP-DIR-T	10	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	748.0	GB19-4a:LP-DIR-T10
This study		2.5	87.8	52.7	GB19-4a:LP-DIR-T	hargrave 2017-01-11 19:50:30	Gooseberry	1.94e-06	5.9500000000000003e-08	4.53e-08	3.98e-08	1	273	LT-T-Z:LP-DIR-T	11	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	773.0	GB19-4a:LP-DIR-T11
This study		2.5	86.2	54.2	GB19-4a:LP-DIR-T	hargrave 2017-01-15 19:19:11	Gooseberry	1.79e-06	5.71e-08	4.3899999999999996e-08	3.67e-08	1	273	LT-T-Z:LP-DIR-T	12	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	798.0	GB19-4a:LP-DIR-T12
This study		2.5	89.2	53.6	GB19-4a:LP-DIR-T	hargrave 2017-01-18 14:57:16	Gooseberry	1.59e-06	5.04e-08	4.21e-08	2.8199999999999998e-08	1	273	LT-T-Z:LP-DIR-T	13	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	823.0	GB19-4a:LP-DIR-T13
This study		2.6	88.0	54.0	GB19-4a:LP-DIR-T	hargrave 2017-01-19 01:30:55	Gooseberry	1.45e-06	5e-08	3.58e-08	2.6e-08	1	273	LT-T-Z:LP-DIR-T	14	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	833.0	GB19-4a:LP-DIR-T14
This study		2.4	88.5	54.1	GB19-4a:LP-DIR-T	hargrave 2017-01-19 16:24:27	Gooseberry	1.3e-06	4.08e-08	3.04e-08	2.2999999999999998e-08	1	273	LT-T-Z:LP-DIR-T	15	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	843.0	GB19-4a:LP-DIR-T15
This study		2.5	90.5	54.2	GB19-4a:LP-DIR-T	hargrave 2017-01-20 14:21:45	Gooseberry	1.21e-06	3.8100000000000004e-08	2.93e-08	2.2999999999999998e-08	1	273	LT-T-Z:LP-DIR-T	16	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	848.0	GB19-4a:LP-DIR-T16
This study		2.6	89.5	54.3	GB19-4a:LP-DIR-T	hargrave 2017-01-22 13:47:12	Gooseberry	1.13e-06	3.35e-08	3.1299999999999996e-08	2.32e-08	1	273	LT-T-Z:LP-DIR-T	17	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	853.0	GB19-4a:LP-DIR-T17
This study		3.0	89.0	54.4	GB19-4a:LP-DIR-T	hargrave 2017-02-01 16:38:48	Gooseberry	9.59e-07	4.13e-08	2.2400000000000002e-08	1.91e-08	1	273	LT-T-Z:LP-DIR-T	18	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	868.0	GB19-4a:LP-DIR-T18
This study		2.4	91.3	54.1	GB19-4a:LP-DIR-T	hargrave 2017-02-02 15:32:51	Gooseberry	6.440000000000001e-07	1.89e-08	1.6399999999999998e-08	1.28e-08	1	273	LT-T-Z:LP-DIR-T	19	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	883.0	GB19-4a:LP-DIR-T19
This study		4.9	87.1	54.0	GB19-4a:LP-DIR-T	hargrave 2017-02-06 14:21:52	Gooseberry	2.7100000000000003e-07	2.2200000000000004e-08	5.93e-09	4.7100000000000005e-09	1	273	LT-T-Z:LP-DIR-T	20	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	898.0	GB19-4a:LP-DIR-T20
This study		4.0	92.4	54.1	GB19-4a:LP-DIR-T	hargrave 2017-02-08 12:44:44	Gooseberry	1.75e-07	1.1200000000000001e-08	4.320000000000001e-09	2.6800000000000003e-09	1	273	LT-T-Z:LP-DIR-T	21	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	913.0	GB19-4a:LP-DIR-T21
This study		3.0	94.0	53.8	GB19-4a:LP-DIR-T	hargrave 2017-02-08 22:11:08	Gooseberry	1.29e-07	5.6700000000000005e-09	2.8000000000000003e-09	2.21e-09	1	273	LT-T-Z:LP-DIR-T	22	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	928.0	GB19-4a:LP-DIR-T22
This study		2.5	96.2	55.8	GB19-4a:LP-DIR-T	hargrave 2017-02-09 15:21:49	Gooseberry	9.140000000000001e-08	3.21e-09	1.93e-09	1.52e-09	1	273	LT-T-Z:LP-DIR-T	23	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	938.0	GB19-4a:LP-DIR-T23
This study		3.0	93.1	52.5	GB19-4a:LP-DIR-T	hargrave 2017-02-13 18:05:47	Gooseberry	6.41e-08	2.7800000000000003e-09	1.7399999999999996e-09	9.16e-10	1	273	LT-T-Z:LP-DIR-T	24	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	948.0	GB19-4a:LP-DIR-T24
This study		5.0	98.9	54.5	GB19-4a:LP-DIR-T	hargrave 2017-02-14 22:46:28	Gooseberry	3.61e-08	2.97e-09	1e-09	5.04e-10	1	273	LT-T-Z:LP-DIR-T	25	g	GB19-4	GB19	pmagpy-3.8.9-2	GB19-4a	u	0	0	0.0	-90.0	953.0	GB19-4a:LP-DIR-T25
This study		1.4	135.7	29.1	GB19-5a:LP-DIR-T	hargrave 2016-09-01 11:27:10	Gooseberry	2.52e-06	3.99e-08	4.83e-08	2e-08	1	273	LT-NO:LP-DIR-T	1	g	GB19-5	GB19	pmagpy-3.8.9-2	GB19-5a	u	0	0	0.0	-90.0	273.0	GB19-5a:LP-DIR-T1
This study		2.0	131.1	29.6	GB19-5a:LP-DIR-T	hargrave 2016-11-10 10:50:16	Gooseberry	2.47e-06	4.42e-08	2.7799999999999997e-08	7.1e-08	1	273	LT-LT-Z:LP-DIR-T	2	g	GB19-5	GB19	pmagpy-3.8.9-2	GB19-5a	u	0	0	0.0	-90.0	77.0	GB19-5a:LP-DIR-T2
This study		6.5	144.7	29.4	GB19-5a:LP-DIR-T	hargrave 2016-11-16 16:53:47	Gooseberry	2.45e-06	1.3800000000000002e-07	2.37e-07	6.24e-08	1	273	LT-T-Z:LP-DIR-T	3	g	GB19-5	GB19	pmagpy-3.8.9-2	GB19-5a	u	0	0	0.0	-90.0	373.0	GB19-5a:LP-DIR-T3
This study		3.5	133.1	28.5	GB19-5a:LP-DIR-T	hargrave 2016-11-21 16:56:52	Gooseberry	2.31e-06	1.08e-07	6.36e-08	6.28e-08	1	273	LT-T-Z:LP-DIR-T	4	g	GB19-5	GB19	pmagpy-3.8.9-2	GB19-5a	u	0	0	0.0	-90.0	473.0	GB19-5a:LP-DIR-T4
This study		1.8	142.4	28.2	GB19-5a:LP-DIR-T	hargrave 2016-12-09 23:34:15	Gooseberry	2.09e-06	2.6e-08	2.7900000000000002e-08	5.38e-08	1	273	LT-T-Z:LP-DIR-T	5	g	GB19-5	GB19	pmagpy-3.8.9-2	GB19-5a	u	0	0	0.0	-90.0	573.0	GB19-5a:LP-DIR-T5
This study		4.3	133.0	28.0	GB19-5a:LP-DIR-T	hargrave 2016-12-17 14:11:49	Gooseberry	1.93e-06	8.050000000000001e-08	1.05e-07	5.78e-08	1	273	LT-T-Z:LP-DIR-T	6	g	GB19-5	GB19	pmagpy-3.8.9-2	GB19-5a	u	0	0	0.0	-90.0	623.0	GB19-5a:LP-DIR-T6
This study		1.3	135.5	27.3	GB19-5a:LP-DIR-T	hargrave 2017-01-05 12:37:50	Gooseberry	1.85e-06	2.3100000000000002e-08	1.6799999999999998e-08	3.26e-08	1	273	LT-T-Z:LP-DIR-T	7	g	GB19-5	GB19	pmagpy-3.8.9-2	GB19-5a	u	0	0	0.0	-90.0	673.0	GB19-5a:LP-DIR-T7
This study		2.1	135.2	27.3	GB19-5a:LP-DIR-T	hargrave 2017-01-06 16:09:31	Gooseberry	1.78e-06	4.46e-08	4.28e-08	2.49e-08	1	273	LT-T-Z:LP-DIR-T	8	g	GB19-5	GB19	pmagpy-3.8.9-2	GB19-5a	u	0	0	0.0	-90.0	698.0	GB19-5a:LP-DIR-T8
This study		2.4	133.9	27.0	GB19-5a:LP-DIR-T	hargrave 2017-01-09 17:13:30	Gooseberry	1.71e-06	5.39e-08	4.29e-08	2.4300000000000003e-08	1	273	LT-T-Z:LP-DIR-T	9	g	GB19-5	GB19	pmagpy-3.8.9-2	GB19-5a	u	0	0	0.0	-90.0	723.0	GB19-5a:LP-DIR-T9
