tab delimited	contribution
id	version	timestamp	contributor	magic_version	doi
11883	PRIVATE	2017-03-02T18:50:20.537Z	@lfairchild	3.0	10.1130/l580.1
>>>>>>>>>>
tab delimited	locations
location	location_type	citations	lat_s	lat_n	lon_w	lon_e
Michipicoten Island	Region	This study	47.7022	47.7244	274.3519	274.044128
Two Island River	Outcrop	This study	47.524091	47.53669	269.07756	269.06
>>>>>>>>>>
tab delimited	sites
site	location	samples	specimens	result_type	result_quality	method_codes	citations	geologic_classes	geologic_types	lithologies	lat	lon	height	age	age_sigma	age_low	age_high	age_unit	dir_tilt_correction	dir_dec	dir_inc	dir_alpha95	dir_r	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_comp_name	dir_polarity	vgp_lat	vgp_lon	vgp_dp	vgp_dm	description	criteria	software_packages	analysts
SLB28.2a	SLB28.2	SLB28.2a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	289.7	35.1	8	hem	2	1.6	1.1	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.2a	SLB28.2	SLB28.2a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	573	853	K	0	288.9	34.6	11	mag	2	4.9	0.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.2a	SLB28.2	SLB28.2a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	282.8	50.5	8	hem	2	1.6	1.1	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.2a	SLB28.2	SLB28.2a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	573	853	K	100	281.9	49.8	11	mag	2	4.9	0.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.3a	SLB28.3	SLB28.3a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	154.7	-24.6	8	hem	2	1.9	1.6	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.3a	SLB28.3	SLB28.3a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	853	K	-1	147.6	-25.9	12	mag	2	1.8	2.4	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.3a	SLB28.3	SLB28.3a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	288.0	31.2	8	hem	2	1.9	1.6	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.3a	SLB28.3	SLB28.3a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	853	K	0	282.2	26.9	12	mag	2	1.8	2.4	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.3a	SLB28.3	SLB28.3a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	281.7	46.3	8	hem	2	1.9	1.6	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.3a	SLB28.3	SLB28.3a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	853	K	100	275.9	41.3	12	mag	2	1.8	2.4	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.4a	SLB28.4	SLB28.4a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	573	853	K	-1	164.4	5.3	11	mag	2	4.3	2.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.4a	SLB28.4	SLB28.4a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	166.7	6.1	8	hem	2	1.3	1.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.4a	SLB28.4	SLB28.4a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	573	853	K	0	287.8	31.2	11	mag	2	4.3	2.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.4a	SLB28.4	SLB28.4a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	290.3	32.3	8	hem	2	1.3	1.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.4a	SLB28.4	SLB28.4a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	573	853	K	100	281.4	46.3	11	mag	2	4.3	2.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.4a	SLB28.4	SLB28.4a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	284.2	47.8	8	hem	2	1.3	1.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.5a	SLB28.5	SLB28.5a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	209.6	-36.2	8	hem	2	3.2	1.9	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.5a	SLB28.5	SLB28.5a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	573	853	K	-1	206.4	-36.8	11	mag	2	1.2	1.3	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.5a	SLB28.5	SLB28.5a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	291.2	35.2	8	hem	2	3.2	1.9	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.5a	SLB28.5	SLB28.5a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	573	853	K	0	288.2	36.2	11	mag	2	1.2	1.3	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.5a	SLB28.5	SLB28.5a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	284.7	50.7	8	hem	2	3.2	1.9	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.5a	SLB28.5	SLB28.5a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	573	853	K	100	280.6	51.3	11	mag	2	1.2	1.3	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.6a	SLB28.6	SLB28.6a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	673	K	-1	102.6	0.7	3	mag	2	1.2	6.7	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.6a	SLB28.6	SLB28.6a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	853	953	K	-1	120.5	6.0	9	hem	2	2.1	1.1	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.6a	SLB28.6	SLB28.6a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	673	K	0	272.5	8.4	3	mag	2	1.2	6.7	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.6a	SLB28.6	SLB28.6a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	853	953	K	0	283.8	23.5	9	hem	2	2.1	1.1	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.6a	SLB28.6	SLB28.6a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	673	K	100	269.5	21.3	3	mag	2	1.2	6.7	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.6a	SLB28.6	SLB28.6a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	853	953	K	100	278.6	38.1	9	hem	2	2.1	1.1	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.7a	SLB28.7	SLB28.7a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	93.9	6.5	8	hem	2	2.4	1.4	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.7a	SLB28.7	SLB28.7a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	673	K	-1	82.3	0.8	3	mag	2	1.9	6.0	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.7a	SLB28.7	SLB28.7a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	254.2	7.5	8	hem	2	2.4	1.4	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.7a	SLB28.7	SLB28.7a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	673	K	0	248.3	-4.0	3	mag	2	1.9	6.0	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.7a	SLB28.7	SLB28.7a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	251.1	16.2	8	hem	2	2.4	1.4	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.7a	SLB28.7	SLB28.7a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	673	K	100	248.4	3.6	3	mag	2	1.9	6.0	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.8a	SLB28.8	SLB28.8a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	16.0	46.6	8	hem	2	1.3	0.6	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.8a	SLB28.8	SLB28.8a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	853	K	-1	12.6	45.0	12	mag	2	2.7	2.3	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.8a	SLB28.8	SLB28.8a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	285.9	37.9	8	hem	2	1.3	0.6	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.8a	SLB28.8	SLB28.8a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	853	K	0	283.0	36.2	12	mag	2	2.7	2.3	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.8a	SLB28.8	SLB28.8a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	277.1	52.6	8	hem	2	1.3	0.6	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB28.8a	SLB28.8	SLB28.8a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	853	K	100	274.1	50.4	12	mag	2	2.7	2.3	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.2a	SLB29.2	SLB29.2a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	354.9	43.6	8	hem	2	4.0	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.2a	SLB29.2	SLB29.2a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	853	K	-1	350.0	36.5	12	mag	2	3.0	0.6	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.2a	SLB29.2	SLB29.2a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	276.0	11.7	8	hem	2	4.0	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.2a	SLB29.2	SLB29.2a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	853	K	0	271.7	4.9	12	mag	2	3.0	0.6	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.2a	SLB29.2	SLB29.2a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	272.5	25.2	8	hem	2	4.0	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.2a	SLB29.2	SLB29.2a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	853	K	100	269.4	17.7	12	mag	2	3.0	0.6	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.3a	SLB29.3	SLB29.3a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	573	853	K	-1	6.4	37.7	11	mag	2	4.5	4.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.3a	SLB29.3	SLB29.3a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	1.8	36.2	8	hem	2	0.7	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.3a	SLB29.3	SLB29.3a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	573	853	K	0	286.4	5.8	11	mag	2	4.5	4.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.3a	SLB29.3	SLB29.3a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	282.7	4.2	8	hem	2	0.7	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.3a	SLB29.3	SLB29.3a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	573	853	K	100	284.5	21.1	11	mag	2	4.5	4.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.3a	SLB29.3	SLB29.3a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	281.0	18.9	8	hem	2	0.7	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.4a	SLB29.4	SLB29.4a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	473	853	K	-1	34.1	36.1	12	mag	2	3.4	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.4a	SLB29.4	SLB29.4a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	40.9	39.1	8	hem	2	3.9	1.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.4a	SLB29.4	SLB29.4a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	473	853	K	0	273.1	13.7	12	mag	2	3.4	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.4a	SLB29.4	SLB29.4a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	277.6	18.0	8	hem	2	3.9	1.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.4a	SLB29.4	SLB29.4a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	473	853	K	100	269.0	26.6	12	mag	2	3.4	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.4a	SLB29.4	SLB29.4a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	272.8	31.7	8	hem	2	3.9	1.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.5a	SLB29.5	SLB29.5a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	573	853	K	-1	176.6	-9.0	11	mag	2	1.6	1.7	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.5a	SLB29.5	SLB29.5a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	178.2	-6.6	8	hem	2	0.7	1.0	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.5a	SLB29.5	SLB29.5a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	573	853	K	0	273.4	3.0	11	mag	2	1.6	1.7	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.5a	SLB29.5	SLB29.5a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	275.0	5.4	8	hem	2	0.7	1.0	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.5a	SLB29.5	SLB29.5a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	573	853	K	100	271.6	16.2	11	mag	2	1.6	1.7	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.5a	SLB29.5	SLB29.5a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	272.7	18.8	8	hem	2	0.7	1.0	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.6a	SLB29.6	SLB29.6a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	573	853	K	-1	125.6	-11.8	11	mag	2	2.2	2.8	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.6a	SLB29.6	SLB29.6a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	126.1	-8.2	8	hem	2	2.5	2.3	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.6a	SLB29.6	SLB29.6a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	573	853	K	0	263.0	2.0	11	mag	2	2.2	2.8	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.6a	SLB29.6	SLB29.6a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	262.4	5.5	8	hem	2	2.5	2.3	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.6a	SLB29.6	SLB29.6a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	573	853	K	100	261.3	13.0	11	mag	2	2.2	2.8	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.6a	SLB29.6	SLB29.6a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	259.8	16.3	8	hem	2	2.5	2.3	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.7a	SLB29.7	SLB29.7a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	205.7	-17.9	8	hem	2	2.5	1.4	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.7a	SLB29.7	SLB29.7a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	573	853	K	-1	202.9	-18.0	11	mag	2	2.4	1.7	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.7a	SLB29.7	SLB29.7a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	268.6	8.5	8	hem	2	2.5	1.4	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.7a	SLB29.7	SLB29.7a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	573	853	K	0	266.0	8.9	11	mag	2	2.4	1.7	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.7a	SLB29.7	SLB29.7a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	265.5	20.6	8	hem	2	2.5	1.4	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.7a	SLB29.7	SLB29.7a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	573	853	K	100	262.7	20.4	11	mag	2	2.4	1.7	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.8a	SLB29.8	SLB29.8a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	573	853	K	-1	204.9	-6.7	11	mag	2	2.4	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.8a	SLB29.8	SLB29.8a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	205.3	-9.3	8	hem	2	2.0	1.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.8a	SLB29.8	SLB29.8a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	573	853	K	0	278.6	10.6	11	mag	2	2.4	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.8a	SLB29.8	SLB29.8a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	278.6	7.9	8	hem	2	2.0	1.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.8a	SLB29.8	SLB29.8a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	573	853	K	100	275.5	24.5	11	mag	2	2.4	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB29.8a	SLB29.8	SLB29.8a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	276.0	21.9	8	hem	2	2.0	1.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.1a	SLB30.1	SLB30.1a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	63.0	48.3	8	hem	2	0.8	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.1a	SLB30.1	SLB30.1a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	573	853	K	-1	58.2	48.1	11	mag	2	2.7	1.0	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.1a	SLB30.1	SLB30.1a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	290.7	32.6	8	hem	2	0.8	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.1a	SLB30.1	SLB30.1a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	573	853	K	0	287.5	31.0	11	mag	2	2.7	1.0	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.1a	SLB30.1	SLB30.1a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	284.7	48.2	8	hem	2	0.8	0.4	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.1a	SLB30.1	SLB30.1a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	573	853	K	100	281.1	46.1	11	mag	2	2.7	1.0	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.2a	SLB30.2	SLB30.2a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	42.8	66.1	8	hem	2	0.8	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.2a	SLB30.2	SLB30.2a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	573	853	K	-1	43.3	64.4	11	mag	2	1.7	0.6	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.2a	SLB30.2	SLB30.2a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	286.2	33.4	8	hem	2	0.8	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.2a	SLB30.2	SLB30.2a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	573	853	K	0	287.5	32.1	11	mag	2	1.7	0.6	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.2a	SLB30.2	SLB30.2a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	279.0	48.3	8	hem	2	0.8	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.2a	SLB30.2	SLB30.2a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	573	853	K	100	280.8	47.1	11	mag	2	1.7	0.6	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.3a	SLB30.3	SLB30.3a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	358.6	54.4	8	hem	2	0.4	0.3	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.3a	SLB30.3	SLB30.3a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	573	853	K	-1	354.9	54.8	11	mag	2	2.8	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.3a	SLB30.3	SLB30.3a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	287.1	29.4	8	hem	2	0.4	0.3	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.3a	SLB30.3	SLB30.3a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	573	853	K	0	284.6	29.9	11	mag	2	2.8	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.3a	SLB30.3	SLB30.3a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	281.0	44.5	8	hem	2	0.4	0.3	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.3a	SLB30.3	SLB30.3a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	573	853	K	100	278.0	44.6	11	mag	2	2.8	0.9	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.4a	SLB30.4	SLB30.4a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	59.5	40.4	8	hem	2	1.5	0.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.4a	SLB30.4	SLB30.4a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	573	853	K	-1	55.9	40.0	11	mag	2	2.3	1.5	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.4a	SLB30.4	SLB30.4a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	280.3	28.4	8	hem	2	1.5	0.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.4a	SLB30.4	SLB30.4a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	573	853	K	0	277.5	27.2	11	mag	2	2.3	1.5	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.4a	SLB30.4	SLB30.4a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	273.2	42.4	8	hem	2	1.5	0.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.4a	SLB30.4	SLB30.4a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	573	853	K	100	270.4	40.6	11	mag	2	2.3	1.5	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.5a	SLB30.5	SLB30.5a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	573	853	K	-1	307.9	49.9	11	mag	2	2.4	0.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.5a	SLB30.5	SLB30.5a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR	This study	868	953	K	-1	307.4	50.2	8	hem	2	0.9	0.7	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.5a	SLB30.5	SLB30.5a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	573	853	K	0	292.6	30.9	11	mag	2	2.4	0.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.5a	SLB30.5	SLB30.5a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-GEO	This study	868	953	K	0	292.5	31.3	8	hem	2	0.9	0.7	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.5a	SLB30.5	SLB30.5a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	573	853	K	100	287.5	46.7	11	mag	2	2.4	0.2	u	pmagpy-3.4.1: demag_gui.v.3.0
SLB30.5a	SLB30.5	SLB30.5a:LP-DIR-T	g	LP-DIR-T:DE-BFL:DA-DIR-TILT	This study	868	953	K	100	287.2	47.1	8	hem	2	0.9	0.7	u	pmagpy-3.4.1: demag_gui.v.3.0
