tab 	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	location	magic_software_packages	magn_moment	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	method_codes	number	quality	sample	site	specimen	treat_ac_field	treat_dc_field	treat_temp
This study		1.8	354.5	14.7	AP4-6a:LP-DIR-T	hargrave 2016-05-03 19:20:25	Agate Point	pmagpy-3.4.0	1.98E-06	1	1.33E-08	3.86E-08	4.66E-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP4-6	AP4	AP4-6a	0	0	798
This study		2.7	349.6	13.7	AP4-6a:LP-DIR-T	hargrave 2016-05-12 15:01:59	Agate Point	pmagpy-3.4.0	1.50E-06	1	1.88E-08	5.93E-08	3.44E-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP4-6	AP4	AP4-6a	0	0	823
This study		2	350.8	14.6	AP4-6a:LP-DIR-T	hargrave 2016-05-16 12:41:18	Agate Point	pmagpy-3.4.0	1.10E-06	1	1.02E-08	2.76E-08	2.59E-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP4-6	AP4	AP4-6a	0	0	833
This study		3.2	352.3	13.2	AP4-6a:LP-DIR-T	hargrave 2016-05-16 18:40:34	Agate Point	pmagpy-3.4.0	9.29E-07	1	1.10E-08	4.57E-08	2.20E-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP4-6	AP4	AP4-6a	0	0	843
This study		2.1	351.8	8.6	AP4-6a:LP-DIR-T	hargrave 2016-05-17 15:00:18	Agate Point	pmagpy-3.4.0	9.25E-07	1	8.68E-09	2.47E-08	2.30E-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP4-6	AP4	AP4-6a	0	0	848
This study		2.5	355.5	9.4	AP4-6a:LP-DIR-T	hargrave 2016-05-18 11:52:09	Agate Point	pmagpy-3.4.0	8.66E-07	1	4.53E-09	2.88E-08	2.44E-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP4-6	AP4	AP4-6a	0	0	853
This study		2.8	353.4	21.3	AP4-7a:LP-DIR-T	hargrave 2016-04-08 17:08:38	Agate Point	pmagpy-3.4.0	4.73E-05	1	7.40E-07	1.75E-06	1.32E-06	u	273	LT-NO:LP-DIR-T	1	g	AP4-7	AP4	AP4-7a	0	0	273
This study		1.7	355.7	20.8	AP4-7a:LP-DIR-T	hargrave 2016-04-11 17:29:34	Agate Point	pmagpy-3.4.0	4.51E-05	1	4.13E-07	6.06E-07	1.18E-06	u	273	LT-LT-Z:LP-DIR-T	2	g	AP4-7	AP4	AP4-7a	0	0	77
This study		3.1	354.2	20.9	AP4-7a:LP-DIR-T	hargrave 2016-04-18 10:05:45	Agate Point	pmagpy-3.4.0	4.50E-05	1	5.96E-07	1.99E-06	1.27E-06	u	273	LT-T-Z:LP-DIR-T	3	g	AP4-7	AP4	AP4-7a	0	0	373
This study		2.5	354.3	19.6	AP4-7a:LP-DIR-T	hargrave 2016-04-18 17:21:17	Agate Point	pmagpy-3.4.0	4.58E-05	1	5.71E-07	1.27E-06	1.43E-06	u	273	LT-T-Z:LP-DIR-T	4	g	AP4-7	AP4	AP4-7a	0	0	473
This study		3.6	355.7	18.9	AP4-7a:LP-DIR-T	hargrave 2016-04-19 13:08:28	Agate Point	pmagpy-3.4.0	3.63E-05	1	6.21E-07	1.55E-06	1.56E-06	u	273	LT-T-Z:LP-DIR-T	5	g	AP4-7	AP4	AP4-7a	0	0	573
This study		2.7	357	19.9	AP4-7a:LP-DIR-T	hargrave 2016-04-25 12:50:44	Agate Point	pmagpy-3.4.0	2.48E-05	1	3.61E-07	5.33E-07	9.79E-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP4-7	AP4	AP4-7a	0	0	623
This study		4.1	357.2	19.5	AP4-7a:LP-DIR-T	hargrave 2016-04-26 09:46:56	Agate Point	pmagpy-3.4.0	2.03E-05	1	3.13E-07	1.21E-06	7.82E-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP4-7	AP4	AP4-7a	0	0	673
This study		3.8	356.4	19.8	AP4-7a:LP-DIR-T	hargrave 2016-04-26 17:15:43	Agate Point	pmagpy-3.4.0	1.68E-05	1	2.54E-07	8.97E-07	5.95E-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP4-7	AP4	AP4-7a	0	0	723
This study		2.3	355.3	20.4	AP4-7a:LP-DIR-T	hargrave 2016-05-02 14:09:06	Agate Point	pmagpy-3.4.0	1.47E-05	1	1.88E-07	1.90E-07	5.44E-07	u	273	LT-T-Z:LP-DIR-T	9	g	AP4-7	AP4	AP4-7a	0	0	748
This study		3.4	356.8	19.7	AP4-7a:LP-DIR-T	hargrave 2016-05-02 20:31:28	Agate Point	pmagpy-3.4.0	1.35E-05	1	2.06E-07	5.67E-07	5.45E-07	u	273	LT-T-Z:LP-DIR-T	10	g	AP4-7	AP4	AP4-7a	0	0	773
This study		2.5	355.6	19.9	AP4-7a:LP-DIR-T	hargrave 2016-05-03 19:24:11	Agate Point	pmagpy-3.4.0	1.18E-05	1	1.56E-07	1.14E-07	4.87E-07	u	273	LT-T-Z:LP-DIR-T	11	g	AP4-7	AP4	AP4-7a	0	0	798
This study		2.9	354.6	19.5	AP4-7a:LP-DIR-T	hargrave 2016-05-12 15:06:37	Agate Point	pmagpy-3.4.0	7.40E-06	1	1.14E-07	1.97E-07	3.04E-07	u	273	LT-T-Z:LP-DIR-T	12	g	AP4-7	AP4	AP4-7a	0	0	823
This study		3	355.5	19.6	AP4-7a:LP-DIR-T	hargrave 2016-05-16 12:45:04	Agate Point	pmagpy-3.4.0	5.00E-06	1	7.92E-08	1.36E-07	2.11E-07	u	273	LT-T-Z:LP-DIR-T	13	g	AP4-7	AP4	AP4-7a	0	0	833
This study		3.4	354.9	18.9	AP4-7a:LP-DIR-T	hargrave 2016-05-16 18:44:20	Agate Point	pmagpy-3.4.0	3.96E-06	1	6.55E-08	1.55E-07	1.61E-07	u	273	LT-T-Z:LP-DIR-T	14	g	AP4-7	AP4	AP4-7a	0	0	843
This study		3.2	355.3	18.6	AP4-7a:LP-DIR-T	hargrave 2016-05-17 15:03:14	Agate Point	pmagpy-3.4.0	3.35E-06	1	5.58E-08	1.10E-07	1.44E-07	u	273	LT-T-Z:LP-DIR-T	15	g	AP4-7	AP4	AP4-7a	0	0	848
This study		2.9	356.6	18.4	AP4-7a:LP-DIR-T	hargrave 2016-05-18 11:55:06	Agate Point	pmagpy-3.4.0	3.07E-06	1	4.23E-08	7.07E-08	1.35E-07	u	273	LT-T-Z:LP-DIR-T	16	g	AP4-7	AP4	AP4-7a	0	0	853
This study		1.1	334	12.8	AP4-8a:LP-DIR-T	hargrave 2016-04-08 17:10:12	Agate Point	pmagpy-3.4.0	3.89E-05	1	3.53E-07	5.96E-07	3.80E-07	u	273	LT-NO:LP-DIR-T	1	g	AP4-8	AP4	AP4-8a	0	0	273
This study		1.2	334.7	12.9	AP4-8a:LP-DIR-T	hargrave 2016-04-11 17:31:07	Agate Point	pmagpy-3.4.0	3.63E-05	1	3.56E-07	5.79E-07	3.85E-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP4-8	AP4	AP4-8a	0	0	77
This study		0.9	334	13	AP4-8a:LP-DIR-T	hargrave 2016-04-18 10:07:02	Agate Point	pmagpy-3.4.0	3.56E-05	1	1.74E-07	3.41E-07	4.20E-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP4-8	AP4	AP4-8a	0	0	373
This study		1.1	333.3	13.4	AP4-8a:LP-DIR-T	hargrave 2016-04-18 17:22:33	Agate Point	pmagpy-3.4.0	3.51E-05	1	1.34E-07	4.50E-07	4.92E-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP4-8	AP4	AP4-8a	0	0	473
This study		1.4	334.4	13.6	AP4-8a:LP-DIR-T	hargrave 2016-04-19 13:09:43	Agate Point	pmagpy-3.4.0	3.04E-05	1	1.31E-07	5.33E-07	5.42E-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP4-8	AP4	AP4-8a	0	0	573
This study		1.7	334.1	14.1	AP4-8a:LP-DIR-T	hargrave 2016-04-25 12:52:18	Agate Point	pmagpy-3.4.0	1.97E-05	1	1.96E-07	4.60E-07	3.10E-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP4-8	AP4	AP4-8a	0	0	623
This study		1.8	334.5	14.2	AP4-8a:LP-DIR-T	hargrave 2016-04-26 09:48:34	Agate Point	pmagpy-3.4.0	1.58E-05	1	1.66E-07	4.02E-07	2.59E-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP4-8	AP4	AP4-8a	0	0	673
This study		1.1	333.8	14.3	AP4-8a:LP-DIR-T	hargrave 2016-04-26 17:17:17	Agate Point	pmagpy-3.4.0	1.24E-05	1	7.47E-08	1.03E-07	2.07E-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP4-8	AP4	AP4-8a	0	0	723
This study		1.5	334.6	14.4	AP4-8a:LP-DIR-T	hargrave 2016-05-02 14:10:44	Agate Point	pmagpy-3.4.0	9.94E-06	1	4.92E-08	1.46E-07	2.11E-07	u	273	LT-T-Z:LP-DIR-T	9	g	AP4-8	AP4	AP4-8a	0	0	748
This study		1.9	334.7	14.6	AP4-8a:LP-DIR-T	hargrave 2016-05-02 20:33:02	Agate Point	pmagpy-3.4.0	8.48E-06	1	1.02E-07	2.33E-07	1.35E-07	u	273	LT-T-Z:LP-DIR-T	10	g	AP4-8	AP4	AP4-8a	0	0	773
This study		1.1	334.2	14.7	AP4-8a:LP-DIR-T	hargrave 2016-05-03 19:25:45	Agate Point	pmagpy-3.4.0	7.21E-06	1	3.90E-08	6.31E-08	1.18E-07	u	273	LT-T-Z:LP-DIR-T	11	g	AP4-8	AP4	AP4-8a	0	0	798
This study		1.6	335.5	14.5	AP4-8a:LP-DIR-T	hargrave 2016-05-12 15:08:11	Agate Point	pmagpy-3.4.0	5.16E-06	1	4.92E-08	1.11E-07	7.94E-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP4-8	AP4	AP4-8a	0	0	823
This study		1.1	335.6	14.4	AP4-8a:LP-DIR-T	hargrave 2016-05-16 12:46:38	Agate Point	pmagpy-3.4.0	3.45E-06	1	2.47E-08	3.28E-08	5.47E-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP4-8	AP4	AP4-8a	0	0	833
This study		2.2	335.5	14.2	AP4-8a:LP-DIR-T	hargrave 2016-05-16 18:45:53	Agate Point	pmagpy-3.4.0	2.75E-06	1	4.66E-08	8.51E-08	4.40E-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP4-8	AP4	AP4-8a	0	0	843
This study		1.1	337.2	14	AP4-8a:LP-DIR-T	hargrave 2016-05-17 15:04:48	Agate Point	pmagpy-3.4.0	2.43E-06	1	1.53E-08	2.86E-08	3.74E-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP4-8	AP4	AP4-8a	0	0	848
This study		1.2	338	14	AP4-8a:LP-DIR-T	hargrave 2016-05-18 11:56:40	Agate Point	pmagpy-3.4.0	2.24E-06	1	1.12E-08	2.75E-08	3.88E-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP4-8	AP4	AP4-8a	0	0	853
This study		3.4	3.5	-23.9	AP5-1a:LP-DIR-T	hargrave 2016-04-08 17:11:43	Agate Point	pmagpy-3.4.0	1.15E-04	1	5.90E-06	5.91E-06	2.70E-06	u	273	LT-NO:LP-DIR-T	1	g	AP5-1	AP5	AP5-1a	0	0	273
This study		3.3	2.5	-23.6	AP5-1a:LP-DIR-T	hargrave 2016-04-11 17:32:36	Agate Point	pmagpy-3.4.0	1.14E-04	1	6.14E-06	5.75E-06	2.91E-06	u	273	LT-LT-Z:LP-DIR-T	2	g	AP5-1	AP5	AP5-1a	0	0	77
This study		3.7	4.7	-23.8	AP5-1a:LP-DIR-T	hargrave 2016-04-18 10:08:15	Agate Point	pmagpy-3.4.0	1.13E-04	1	7.46E-06	6.52E-06	2.56E-06	u	273	LT-T-Z:LP-DIR-T	3	g	AP5-1	AP5	AP5-1a	0	0	373
This study		3.3	3.9	-24.3	AP5-1a:LP-DIR-T	hargrave 2016-04-18 17:23:46	Agate Point	pmagpy-3.4.0	1.12E-04	1	7.44E-06	5.69E-06	2.17E-06	u	273	LT-T-Z:LP-DIR-T	4	g	AP5-1	AP5	AP5-1a	0	0	473
This study		3.1	4	-23.7	AP5-1a:LP-DIR-T	hargrave 2016-04-19 13:10:55	Agate Point	pmagpy-3.4.0	1.10E-04	1	7.14E-06	5.20E-06	2.16E-06	u	273	LT-T-Z:LP-DIR-T	5	g	AP5-1	AP5	AP5-1a	0	0	573
This study		4.9	4	-22.4	AP5-1a:LP-DIR-T	hargrave 2016-04-25 12:53:48	Agate Point	pmagpy-3.4.0	1.11E-04	1	9.27E-06	8.45E-06	2.96E-06	u	273	LT-T-Z:LP-DIR-T	6	g	AP5-1	AP5	AP5-1a	0	0	623
This study		4.7	2.9	-22.6	AP5-1a:LP-DIR-T	hargrave 2016-04-26 09:50:05	Agate Point	pmagpy-3.4.0	1.07E-04	1	9.54E-06	7.79E-06	3.52E-06	u	273	LT-T-Z:LP-DIR-T	7	g	AP5-1	AP5	AP5-1a	0	0	673
This study		7.2	4.1	-23.1	AP5-1a:LP-DIR-T	hargrave 2016-04-26 17:18:51	Agate Point	pmagpy-3.4.0	9.92E-05	1	1.27E-05	1.12E-05	3.59E-06	u	273	LT-T-Z:LP-DIR-T	8	g	AP5-1	AP5	AP5-1a	0	0	723
This study		6.1	4.2	-19	AP5-1a:LP-DIR-T	hargrave 2016-05-02 14:12:14	Agate Point	pmagpy-3.4.0	9.81E-05	1	1.38E-05	9.70E-06	1.68E-06	u	273	LT-T-Z:LP-DIR-T	9	g	AP5-1	AP5	AP5-1a	0	0	748
This study		7.1	4.4	-20.6	AP5-1a:LP-DIR-T	hargrave 2016-05-02 20:34:32	Agate Point	pmagpy-3.4.0	9.78E-05	1	1.54E-05	1.13E-05	2.71E-06	u	273	LT-T-Z:LP-DIR-T	10	g	AP5-1	AP5	AP5-1a	0	0	773
This study		6.9	2.3	-19.5	AP5-1a:LP-DIR-T	hargrave 2016-05-03 19:28:11	Agate Point	pmagpy-3.4.0	9.44E-05	1	1.59E-05	1.10E-05	1.90E-06	u	273	LT-T-Z:LP-DIR-T	11	g	AP5-1	AP5	AP5-1a	0	0	798
This study		7	3.1	-19.3	AP5-1a:LP-DIR-T	hargrave 2016-05-12 15:09:46	Agate Point	pmagpy-3.4.0	8.55E-05	1	1.42E-05	9.99E-06	1.84E-06	u	273	LT-T-Z:LP-DIR-T	12	g	AP5-1	AP5	AP5-1a	0	0	823
This study		6.2	1.6	-17.6	AP5-1a:LP-DIR-T	hargrave 2016-05-16 12:48:08	Agate Point	pmagpy-3.4.0	8.33E-05	1	1.32E-05	8.90E-06	1.59E-06	u	273	LT-T-Z:LP-DIR-T	13	g	AP5-1	AP5	AP5-1a	0	0	833
This study		5.4	2.4	-16.9	AP5-1a:LP-DIR-T	hargrave 2016-05-16 18:47:23	Agate Point	pmagpy-3.4.0	7.75E-05	1	1.06E-05	7.24E-06	1.45E-06	u	273	LT-T-Z:LP-DIR-T	14	g	AP5-1	AP5	AP5-1a	0	0	843
This study		5.1	3	-16.2	AP5-1a:LP-DIR-T	hargrave 2016-05-17 15:06:17	Agate Point	pmagpy-3.4.0	7.19E-05	1	8.65E-06	6.24E-06	1.21E-06	u	273	LT-T-Z:LP-DIR-T	15	g	AP5-1	AP5	AP5-1a	0	0	848
This study		3.5	5.5	-15.5	AP5-1a:LP-DIR-T	hargrave 2016-05-18 11:58:10	Agate Point	pmagpy-3.4.0	6.46E-05	1	5.63E-06	3.61E-06	9.64E-07	u	273	LT-T-Z:LP-DIR-T	16	g	AP5-1	AP5	AP5-1a	0	0	853
This study		2.3	338.9	-22.8	AP5-2a:LP-DIR-T	hargrave 2016-04-08 17:13:11	Agate Point	pmagpy-3.4.0	1.87E-05	1	1.55E-07	5.77E-07	4.81E-07	u	273	LT-NO:LP-DIR-T	1	g	AP5-2	AP5	AP5-2a	0	0	273
This study		2.3	340.3	-22.4	AP5-2a:LP-DIR-T	hargrave 2016-04-11 17:34:03	Agate Point	pmagpy-3.4.0	1.67E-05	1	1.38E-07	5.22E-07	4.26E-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP5-2	AP5	AP5-2a	0	0	77
This study		2.3	339.9	-22.5	AP5-2a:LP-DIR-T	hargrave 2016-04-18 10:09:26	Agate Point	pmagpy-3.4.0	1.66E-05	1	1.33E-07	4.64E-07	4.82E-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP5-2	AP5	AP5-2a	0	0	373
This study		1.9	340.9	-22.6	AP5-2a:LP-DIR-T	hargrave 2016-04-18 17:24:56	Agate Point	pmagpy-3.4.0	1.67E-05	1	2.18E-07	1.49E-07	4.88E-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP5-2	AP5	AP5-2a	0	0	473
This study		2	341.5	-23	AP5-2a:LP-DIR-T	hargrave 2016-04-19 13:12:13	Agate Point	pmagpy-3.4.0	1.69E-05	1	1.40E-07	3.10E-07	4.81E-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP5-2	AP5	AP5-2a	0	0	573
This study		2	340.4	-22.8	AP5-2a:LP-DIR-T	hargrave 2016-04-25 12:55:15	Agate Point	pmagpy-3.4.0	1.68E-05	1	2.10E-07	2.91E-07	4.82E-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP5-2	AP5	AP5-2a	0	0	623
This study		2	341.1	-23.3	AP5-2a:LP-DIR-T	hargrave 2016-04-26 09:51:31	Agate Point	pmagpy-3.4.0	1.60E-05	1	2.47E-07	1.75E-07	4.64E-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP5-2	AP5	AP5-2a	0	0	673
This study		2.2	338.8	-23.2	AP5-2a:LP-DIR-T	hargrave 2016-04-26 17:21:07	Agate Point	pmagpy-3.4.0	1.43E-05	1	1.62E-07	2.99E-07	4.48E-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP5-2	AP5	AP5-2a	0	0	723
This study		2.4	340.8	-23.6	AP5-2a:LP-DIR-T	hargrave 2016-05-02 14:13:41	Agate Point	pmagpy-3.4.0	1.28E-05	1	1.41E-07	2.88E-07	4.46E-07	u	273	LT-T-Z:LP-DIR-T	9	g	AP5-2	AP5	AP5-2a	0	0	748
This study		2.6	342.7	-23.7	AP5-2a:LP-DIR-T	hargrave 2016-05-02 20:36:00	Agate Point	pmagpy-3.4.0	1.17E-05	1	1.14E-07	4.25E-07	3.15E-07	u	273	LT-T-Z:LP-DIR-T	10	g	AP5-2	AP5	AP5-2a	0	0	773
This study		2.9	343.4	-24	AP5-2a:LP-DIR-T	hargrave 2016-05-03 19:29:38	Agate Point	pmagpy-3.4.0	9.77E-06	1	1.04E-07	3.92E-07	2.98E-07	u	273	LT-T-Z:LP-DIR-T	11	g	AP5-2	AP5	AP5-2a	0	0	798
This study		2	340.8	-24.1	AP5-2a:LP-DIR-T	hargrave 2016-05-12 15:11:14	Agate Point	pmagpy-3.4.0	6.20E-06	1	7.24E-08	1.20E-07	1.75E-07	u	273	LT-T-Z:LP-DIR-T	12	g	AP5-2	AP5	AP5-2a	0	0	823
This study		1.7	340.7	-26.3	AP5-2a:LP-DIR-T	hargrave 2016-05-16 12:49:36	Agate Point	pmagpy-3.4.0	4.22E-06	1	5.57E-08	4.62E-08	1.14E-07	u	273	LT-T-Z:LP-DIR-T	13	g	AP5-2	AP5	AP5-2a	0	0	833
This study		2.2	339.8	-25.8	AP5-2a:LP-DIR-T	hargrave 2016-05-16 18:48:51	Agate Point	pmagpy-3.4.0	3.40E-06	1	4.63E-08	8.06E-08	9.64E-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP5-2	AP5	AP5-2a	0	0	843
This study		2.4	336.5	-27.3	AP5-2a:LP-DIR-T	hargrave 2016-05-17 15:07:45	Agate Point	pmagpy-3.4.0	3.08E-06	1	3.94E-08	9.39E-08	8.70E-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP5-2	AP5	AP5-2a	0	0	848
This study		2.2	339.3	-26	AP5-2a:LP-DIR-T	hargrave 2016-05-18 11:59:37	Agate Point	pmagpy-3.4.0	2.85E-06	1	5.88E-08	3.00E-08	8.83E-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP5-2	AP5	AP5-2a	0	0	853
This study		1.5	123.9	-86.3	AP5-3a:LP-DIR-T	hargrave 2016-04-08 17:14:36	Agate Point	pmagpy-3.4.0	1.82E-05	1	3.37E-07	3.39E-07	6.90E-08	u	273	LT-NO:LP-DIR-T	1	g	AP5-3	AP5	AP5-3a	0	0	273
This study		1.5	115	-86.5	AP5-3a:LP-DIR-T	hargrave 2016-04-11 17:36:21	Agate Point	pmagpy-3.4.0	1.74E-05	1	3.15E-07	3.23E-07	8.30E-08	u	273	LT-LT-Z:LP-DIR-T	2	g	AP5-3	AP5	AP5-3a	0	0	77
This study		1.6	114.9	-86.6	AP5-3a:LP-DIR-T	hargrave 2016-04-18 10:11:20	Agate Point	pmagpy-3.4.0	1.73E-05	1	3.51E-07	3.17E-07	6.50E-08	u	273	LT-T-Z:LP-DIR-T	3	g	AP5-3	AP5	AP5-3a	0	0	373
This study		1.6	115	-86.8	AP5-3a:LP-DIR-T	hargrave 2016-04-18 17:26:06	Agate Point	pmagpy-3.4.0	1.74E-05	1	3.72E-07	3.26E-07	5.88E-08	u	273	LT-T-Z:LP-DIR-T	4	g	AP5-3	AP5	AP5-3a	0	0	473
This study		1.9	113.5	-87.1	AP5-3a:LP-DIR-T	hargrave 2016-04-19 13:13:22	Agate Point	pmagpy-3.4.0	1.69E-05	1	4.27E-07	3.43E-07	7.56E-08	u	273	LT-T-Z:LP-DIR-T	5	g	AP5-3	AP5	AP5-3a	0	0	573
This study		1.9	106.3	-87	AP5-3a:LP-DIR-T	hargrave 2016-04-25 12:56:41	Agate Point	pmagpy-3.4.0	1.67E-05	1	4.29E-07	3.64E-07	8.32E-08	u	273	LT-T-Z:LP-DIR-T	6	g	AP5-3	AP5	AP5-3a	0	0	623
This study		1.9	109.2	-87	AP5-3a:LP-DIR-T	hargrave 2016-04-26 09:52:59	Agate Point	pmagpy-3.4.0	1.58E-05	1	4.05E-07	3.55E-07	9.13E-08	u	273	LT-T-Z:LP-DIR-T	7	g	AP5-3	AP5	AP5-3a	0	0	673
This study		1.9	101.3	-87.2	AP5-3a:LP-DIR-T	hargrave 2016-04-26 17:22:35	Agate Point	pmagpy-3.4.0	1.41E-05	1	3.68E-07	3.00E-07	7.62E-08	u	273	LT-T-Z:LP-DIR-T	8	g	AP5-3	AP5	AP5-3a	0	0	723
This study		2.2	96	-87.5	AP5-3a:LP-DIR-T	hargrave 2016-05-02 14:15:08	Agate Point	pmagpy-3.4.0	1.20E-05	1	3.85E-07	2.49E-07	1.10E-07	u	273	LT-T-Z:LP-DIR-T	9	g	AP5-3	AP5	AP5-3a	0	0	748
This study		1.8	99.5	-87.4	AP5-3a:LP-DIR-T	hargrave 2016-05-02 20:37:25	Agate Point	pmagpy-3.4.0	1.09E-05	1	2.55E-07	2.25E-07	4.80E-08	u	273	LT-T-Z:LP-DIR-T	10	g	AP5-3	AP5	AP5-3a	0	0	773
This study		1.8	92.6	-87.2	AP5-3a:LP-DIR-T	hargrave 2016-05-03 19:31:05	Agate Point	pmagpy-3.4.0	9.34E-06	1	2.27E-07	1.93E-07	5.21E-08	u	273	LT-T-Z:LP-DIR-T	11	g	AP5-3	AP5	AP5-3a	0	0	798
This study		1.9	85.8	-87.1	AP5-3a:LP-DIR-T	hargrave 2016-05-12 15:12:41	Agate Point	pmagpy-3.4.0	7.02E-06	1	1.82E-07	1.43E-07	5.04E-08	u	273	LT-T-Z:LP-DIR-T	12	g	AP5-3	AP5	AP5-3a	0	0	823
This study		1.8	84.8	-87.3	AP5-3a:LP-DIR-T	hargrave 2016-05-16 12:51:08	Agate Point	pmagpy-3.4.0	5.67E-06	1	1.32E-07	1.20E-07	3.12E-08	u	273	LT-T-Z:LP-DIR-T	13	g	AP5-3	AP5	AP5-3a	0	0	833
This study		1.9	80.9	-87.8	AP5-3a:LP-DIR-T	hargrave 2016-05-16 18:50:19	Agate Point	pmagpy-3.4.0	4.90E-06	1	1.34E-07	9.61E-08	3.11E-08	u	273	LT-T-Z:LP-DIR-T	14	g	AP5-3	AP5	AP5-3a	0	0	843
This study		1.9	79.6	-87.4	AP5-3a:LP-DIR-T	hargrave 2016-05-17 15:09:12	Agate Point	pmagpy-3.4.0	4.44E-06	1	1.16E-07	8.90E-08	2.88E-08	u	273	LT-T-Z:LP-DIR-T	15	g	AP5-3	AP5	AP5-3a	0	0	848
This study		1.9	69.4	-88	AP5-3a:LP-DIR-T	hargrave 2016-05-18 12:01:03	Agate Point	pmagpy-3.4.0	4.07E-06	1	1.13E-07	8.11E-08	3.81E-08	u	273	LT-T-Z:LP-DIR-T	16	g	AP5-3	AP5	AP5-3a	0	0	853
This study		1.1	21.9	-43.2	AP5-4a:LP-DIR-T	hargrave 2016-04-08 17:16:05	Agate Point	pmagpy-3.4.0	1.31E-05	1	1.45E-07	1.68E-07	1.44E-07	u	273	LT-NO:LP-DIR-T	1	g	AP5-4	AP5	AP5-4a	0	0	273
This study		1.3	20.4	-42.5	AP5-4a:LP-DIR-T	hargrave 2016-04-11 17:38:49	Agate Point	pmagpy-3.4.0	1.34E-05	1	1.08E-07	2.59E-07	1.44E-07	u	273	LT-LT-Z:LP-DIR-T	2	g	AP5-4	AP5	AP5-4a	0	0	77
This study		1.3	20.2	-42.9	AP5-4a:LP-DIR-T	hargrave 2016-04-18 10:12:32	Agate Point	pmagpy-3.4.0	1.34E-05	1	1.65E-07	1.80E-07	2.11E-07	u	273	LT-T-Z:LP-DIR-T	3	g	AP5-4	AP5	AP5-4a	0	0	373
This study		1.5	19.3	-43.2	AP5-4a:LP-DIR-T	hargrave 2016-04-18 17:27:16	Agate Point	pmagpy-3.4.0	1.38E-05	1	1.47E-07	2.57E-07	2.12E-07	u	273	LT-T-Z:LP-DIR-T	4	g	AP5-4	AP5	AP5-4a	0	0	473
This study		2.5	16.5	-43.5	AP5-4a:LP-DIR-T	hargrave 2016-04-19 13:15:58	Agate Point	pmagpy-3.4.0	1.37E-05	1	3.17E-07	4.85E-07	2.12E-07	u	273	LT-T-Z:LP-DIR-T	5	g	AP5-4	AP5	AP5-4a	0	0	573
This study		1.5	16.6	-43.5	AP5-4a:LP-DIR-T	hargrave 2016-04-25 12:58:09	Agate Point	pmagpy-3.4.0	1.34E-05	1	2.00E-07	2.23E-07	2.14E-07	u	273	LT-T-Z:LP-DIR-T	6	g	AP5-4	AP5	AP5-4a	0	0	623
This study		1.6	19	-43.8	AP5-4a:LP-DIR-T	hargrave 2016-04-26 09:54:28	Agate Point	pmagpy-3.4.0	1.26E-05	1	2.20E-07	1.93E-07	2.08E-07	u	273	LT-T-Z:LP-DIR-T	7	g	AP5-4	AP5	AP5-4a	0	0	673
This study		1.6	17.1	-44	AP5-4a:LP-DIR-T	hargrave 2016-04-26 17:24:02	Agate Point	pmagpy-3.4.0	1.11E-05	1	2.02E-07	1.88E-07	1.75E-07	u	273	LT-T-Z:LP-DIR-T	8	g	AP5-4	AP5	AP5-4a	0	0	723
This study		2	17	-44.3	AP5-4a:LP-DIR-T	hargrave 2016-05-02 14:16:40	Agate Point	pmagpy-3.4.0	9.71E-06	1	2.05E-07	1.56E-07	2.24E-07	u	273	LT-T-Z:LP-DIR-T	9	g	AP5-4	AP5	AP5-4a	0	0	748
